,Date,Content,Section
3786,2019-12-07,"Quick crossword No 15,471",crosswords
3787,2019-12-07,"Prize crossword No 27,998",crosswords
3788,2019-12-06,"Annotated solutions for Prize 27,992",crosswords
3789,2019-12-06,"Quick crossword No 15,470",crosswords
3790,2019-12-06,"Cryptic crossword No 27,997",crosswords
3791,2019-12-05,"Cryptic crossword No 27,996",crosswords
3792,2019-12-05,"Quick crossword No 15,469",crosswords
3793,2019-12-04,"Cryptic crossword No 27,995",crosswords
3794,2019-12-04,"Quick crossword No 15,468",crosswords
3795,2019-12-03,"Cryptic crossword No 27,994",crosswords
3796,2019-12-03,"Quick crossword No 15,467",crosswords
3797,2019-12-02,Crossword roundup: election campaign and a dubious claim,crosswords
3798,2019-12-02,Genius crossword No 198,crosswords
3799,2019-12-02,"Cryptic crossword No 27,993",crosswords
3800,2019-12-02,"Quiptic crossword No 1,046",crosswords
3801,2019-12-02,"Quick crossword No 15,466",crosswords
3802,2019-12-01,"Azed crossword 2,477",crosswords
3803,2019-12-01,"Speedy crossword No 1,261",crosswords
3804,2019-12-01,"Everyman crossword No 3,816",crosswords
3805,2019-11-30,"Prize crossword No 27,992",crosswords
3806,2019-11-30,"Quick crossword No 15,465",crosswords
3807,2019-11-30,Weekend crossword No 465,crosswords
3808,2019-11-29,"Annotated solutions for Prize 27,986",crosswords
3809,2019-11-29,"Cryptic crossword No 27,991",crosswords
3810,2019-11-29,"Quick crossword No 15,464",crosswords
3811,2019-11-28,"Cryptic crossword No 27,990",crosswords
3812,2019-11-28,"Quick crossword No 15,463",crosswords
3813,2019-11-27,"Cryptic crossword No 27,989",crosswords
3814,2019-11-27,"Quick crossword No 15,462",crosswords
3815,2019-11-26,Weekend crossword No 464,crosswords
3816,2019-11-26,"Quick crossword No 15,461",crosswords
3817,2019-11-26,"Cryptic crossword No 27,988",crosswords
3818,2019-11-25,Crossword blog: does it matter when words share roots?,crosswords
3819,2019-11-25,"Quick crossword No 15,460",crosswords
3820,2019-11-25,"Quiptic crossword No 1,045",crosswords
3821,2019-11-25,"Cryptic crossword No 27,987",crosswords
3822,2019-11-24,"Azed slip no 2,473",crosswords
3823,2019-11-24,"Azed crossword 2,476",crosswords
3824,2019-11-24,"Everyman crossword No 3,815",crosswords
3825,2019-11-24,"Speedy crossword No 1,260",crosswords
3826,2019-11-23,"Quick crossword No 15,459",crosswords
3827,2019-11-23,"Prize crossword No 27,986",crosswords
3828,2019-11-22,"Annotated solutions for Prize 27,980",crosswords
3829,2019-11-22,"Quick crossword No 15,458",crosswords
3830,2019-11-22,"Cryptic crossword No 27,985",crosswords
3831,2019-11-21,"Cryptic crossword No 27,984",crosswords
3832,2019-11-21,"Quick crossword No 15,457",crosswords
3833,2019-11-20,"Quick crossword No 15,456",crosswords
3834,2019-11-20,"Cryptic crossword No 27,983",crosswords
3835,2019-11-19,"Cryptic crossword No 27,982",crosswords
3836,2019-11-19,"Quick crossword No 15,455",crosswords
3837,2019-11-18,Crossword roundup: zucchini or zucchinis?,crosswords
3838,2019-11-18,"Quick crossword No 15,454",crosswords
3839,2019-11-18,"Quiptic crossword No 1,044",crosswords
3840,2019-11-18,"Cryptic crossword No 27,981",crosswords
3841,2019-11-17,"Azed crossword 2,475",crosswords
3842,2019-11-17,"Everyman crossword No 3,814",crosswords
3843,2019-11-17,"Speedy crossword No 1,259",crosswords
3844,2019-11-16,"Quick crossword No 15,453",crosswords
3845,2019-11-16,Weekend crossword No 463,crosswords
3846,2019-11-16,"Prize crossword No 27,980",crosswords
3847,2019-11-15,"Annotated solutions for Prize 27,974",crosswords
3848,2019-11-15,"Cryptic crossword No 27,979",crosswords
3849,2019-11-15,"Quick crossword No 15,452",crosswords
3850,2019-11-14,"Quick crossword No 15,451",crosswords
3851,2019-11-14,"Cryptic crossword No 27,978",crosswords
3852,2019-11-13,"Quick crossword No 15,450",crosswords
3853,2019-11-13,"Cryptic crossword No 27,977",crosswords
3854,2019-11-12,Cryptic crosswords for beginners: playing cards,crosswords
3855,2019-11-12,"Quick crossword No 15,449",crosswords
3856,2019-11-12,"Cryptic crossword No 27,976",crosswords
3857,2019-11-11,"Quick crossword No 15,448",crosswords
3858,2019-11-11,"Cryptic crossword No 27,975",crosswords
3859,2019-11-11,"Quiptic crossword No 1,043",crosswords
3860,2019-11-10,"Speedy crossword No 1,258",crosswords
3861,2019-11-10,"Azed crossword 2,474",crosswords
3862,2019-11-10,"Everyman crossword No 3,813",crosswords
3863,2019-11-09,"Quick crossword No 15,447",crosswords
3864,2019-11-09,Weekend crossword No 462,crosswords
3865,2019-11-09,"Prize crossword No 27,974",crosswords
3866,2019-11-08,"Annotated solutions for Prize 27,968",crosswords
3867,2019-11-08,"Cryptic crossword No 27,973",crosswords
3868,2019-11-08,"Quick crossword No 15,446",crosswords
3869,2019-11-07,"Cryptic crossword No 27,972",crosswords
3870,2019-11-07,"Quick crossword No 15,445",crosswords
3871,2019-11-06,"Cryptic crossword No 27,971",crosswords
3872,2019-11-06,"Quick crossword No 15,444",crosswords
3873,2019-11-05,"Cryptic crossword No 27,970",crosswords
3874,2019-11-05,"Quick crossword No 15,443",crosswords
3875,2019-11-04,Annotated solutions for Genius 196,crosswords
3876,2019-11-04,Crossword roundup: Romany words in English,crosswords
3877,2019-11-04,"Quiptic crossword No 1,042",crosswords
3878,2019-11-04,"Cryptic crossword No 27,969",crosswords
3879,2019-11-04,"Quick crossword No 15,442",crosswords
3880,2019-11-04,Genius crossword No 197,crosswords
3881,2019-11-03,"Azed crossword 2,473",crosswords
3882,2019-11-03,"Everyman crossword No 3,812",crosswords
3883,2019-11-03,"Speedy crossword No 1,257",crosswords
3884,2019-11-02,Weekend crossword No 461,crosswords
3885,2019-11-02,"Quick crossword No 15,441",crosswords
3886,2019-11-02,"Prize crossword No 27,968",crosswords
3887,2019-11-01,"Annotated solutions for Prize 27,962",crosswords
3888,2019-11-01,"Cryptic crossword No 27,967",crosswords
3889,2019-11-01,"Quick crossword No 15,440",crosswords
3890,2019-10-31,"Quick crossword No 15,439",crosswords
3891,2019-10-31,"Cryptic crossword No 27,966",crosswords
3892,2019-10-30,"Cryptic crossword No 27,965",crosswords
3893,2019-10-30,"Quick crossword No 15,438",crosswords
3894,2019-10-29,"Cryptic crossword No 27,964",crosswords
3895,2019-10-29,"Quick crossword No 15,437",crosswords
3896,2019-10-28,Cryptic crosswords for beginners: taking most of a word,crosswords
3897,2019-10-28,"Cryptic crossword No 27,963",crosswords
3898,2019-10-28,"Quick crossword No 15,436",crosswords
3899,2019-10-28,"Quiptic crossword No 1,041",crosswords
3900,2019-10-26,"Azed crossword 2,472",crosswords
3901,2019-10-26,"Everyman crossword No 3,811",crosswords
3902,2019-10-26,"Speedy crossword No 1,256",crosswords
3903,2019-10-25,"Quick crossword No 15,435",crosswords
3904,2019-10-25,Weekend crossword No 460,crosswords
3905,2019-10-25,"Prize crossword No 27,962",crosswords
3906,2019-10-25,"Azed slip no 2,469",crosswords
3907,2019-10-25,"Azed slip no 2,464",crosswords
3908,2019-10-25,"Azed slip no 2,460",crosswords
3909,2019-10-25,"Annotated solutions for Prize 27,956",crosswords
3910,2019-10-24,"Quick crossword No 15,434",crosswords
3911,2019-10-24,"Cryptic crossword No 27,961",crosswords
3912,2019-10-23,"Quick crossword No 15,433",crosswords
3913,2019-10-23,"Cryptic crossword No 27,960",crosswords
3914,2019-10-22,"Quick crossword No 15,432",crosswords
3915,2019-10-22,"Cryptic crossword No 27,959",crosswords
3916,2019-10-21,"Quick crossword No 15,431",crosswords
3917,2019-10-21,"Cryptic crossword No 27,958",crosswords
3918,2019-10-21,Crossword roundup: spud is not an acronym,crosswords
3919,2019-10-20,"Quiptic crossword No 1,040",crosswords
3920,2019-10-20,"Quick crossword No 15,430",crosswords
3921,2019-10-20,"Cryptic crossword No 27,957",crosswords
3922,2019-10-19,"Azed crossword 2,471",crosswords
3923,2019-10-19,"Speedy crossword No 1,255",crosswords
3924,2019-10-19,"Everyman crossword No 3,810",crosswords
3925,2019-10-18,"Prize crossword No 27,956",crosswords
3926,2019-10-18,"Quick crossword No 15,429",crosswords
3927,2019-10-18,Weekend crossword No 459,crosswords
3928,2019-10-18,"Annotated solutions for Prize 27,950",crosswords
3929,2019-10-17,"Cryptic crossword No 27,955",crosswords
3930,2019-10-17,"Quick crossword No 15,428",crosswords
3931,2019-10-16,"Cryptic crossword No 27,954",crosswords
3932,2019-10-16,"Quick crossword No 15,427",crosswords
3933,2019-10-15,"Cryptic crossword No 27,953",crosswords
3934,2019-10-15,"Quick crossword No 15,426",crosswords
3935,2019-10-14,"Quick crossword No 15,425",crosswords
3936,2019-10-14,"Cryptic crossword No 27,952",crosswords
3937,2019-10-14,Crossword blog: how a Guardian setter came to appear in BBC comedy State of the Union,crosswords
3938,2019-10-13,"Quiptic crossword No 1,039",crosswords
3939,2019-10-13,"Quick crossword No 15,424",crosswords
3940,2019-10-13,"Cryptic crossword No 27,951",crosswords
3941,2019-10-12,"Azed crossword 2,470",crosswords
3942,2019-10-12,"Speedy crossword No 1,254",crosswords
3943,2019-10-12,"Everyman crossword No 3,809",crosswords
3944,2019-10-11,"Prize crossword No 27,950",crosswords
3945,2019-10-11,Weekend crossword No 458,crosswords
3946,2019-10-11,"Quick crossword No 15,423",crosswords
3947,2019-10-11,"Annotated solutions for Prize 27,944",crosswords
3948,2019-10-10,"Cryptic crossword No 27,949",crosswords
3949,2019-10-10,"Quick crossword No 15,422",crosswords
3950,2019-10-09,"Quick crossword No 15,421",crosswords
3951,2019-10-09,"Cryptic crossword No 27,948",crosswords
3952,2019-10-08,"Quick crossword No 15,420",crosswords
3953,2019-10-08,"Cryptic crossword No 27,947",crosswords
3954,2019-10-07,"Quick crossword No 15,419",crosswords
3955,2019-10-07,"Cryptic crossword No 27,946",crosswords
3956,2019-10-07,Crossword roundup: Johnson stodges,crosswords
3957,2019-10-06,Annotated solutions for Genius 195,crosswords
3958,2019-10-06,Genius crossword No 196,crosswords
3959,2019-10-06,"Cryptic crossword No 27,945",crosswords
3960,2019-10-06,"Quick crossword No 15,418",crosswords
3961,2019-10-06,"Quiptic crossword No 1,038",crosswords
3962,2019-10-06,"Azed crossword 2,469",crosswords
3963,2019-10-05,"Speedy crossword No 1,253",crosswords
3964,2019-10-05,"Everyman crossword No 3,808",crosswords
3965,2019-10-04,"Quick crossword No 15,417",crosswords
3966,2019-10-04,Weekend crossword No 457,crosswords
3967,2019-10-04,"Prize crossword No 27,944",crosswords
3968,2019-10-04,"Annotated solutions for Prize 27,938",crosswords
3969,2019-10-03,"Quick crossword No 15,416",crosswords
3970,2019-10-03,"Cryptic crossword No 27,943",crosswords
3971,2019-10-02,"Quick crossword No 15,415",crosswords
3972,2019-10-02,"Cryptic crossword No 27,942",crosswords
3973,2019-10-01,"Cryptic crossword No 27,941",crosswords
3974,2019-10-01,"Quick crossword No 15,414",crosswords
3975,2019-09-30,"Cryptic crossword No 27,940",crosswords
3976,2019-09-30,"Quick crossword No 15,413",crosswords
3977,2019-09-30,Crossword book club: State of the Union,crosswords
3978,2019-09-29,"Quick crossword No 15,412",crosswords
3979,2019-09-29,"Quiptic crossword No 1,037",crosswords
3980,2019-09-29,"Cryptic crossword No 27,939",crosswords
3981,2019-09-28,"Azed crossword 2,468",crosswords
3982,2019-09-28,"Speedy crossword No 1,252",crosswords
3983,2019-09-28,"Everyman crossword No 3,807",crosswords
3984,2019-09-27,Weekend crossword No 456,crosswords
3985,2019-09-27,"Prize crossword No 27,938",crosswords
3986,2019-09-27,"Quick crossword No 15,411",crosswords
3987,2019-09-27,"Annotated solutions for Prize 27,932",crosswords
3988,2019-09-26,"Cryptic crossword No 27,937",crosswords
3989,2019-09-26,"Quick crossword No 15,410",crosswords
3990,2019-09-25,"Quick crossword No 15,409",crosswords
3991,2019-09-25,"Cryptic crossword No 27,936",crosswords
3992,2019-09-24,"Cryptic crossword No 27,935",crosswords
3993,2019-09-24,"Quick crossword No 15,408",crosswords
3994,2019-09-23,"Cryptic crossword No 27,934",crosswords
3995,2019-09-23,"Quick crossword No 15,407",crosswords
3996,2019-09-23,Crossword roundup: Dominic Raab; codswallop,crosswords
3997,2019-09-22,"Quick crossword No 15,406",crosswords
3998,2019-09-22,"Cryptic crossword No 27,933",crosswords
3999,2019-09-22,"Quiptic crossword No 1,036",crosswords
4000,2019-09-21,"Azed crossword 2,467",crosswords
4001,2019-09-21,"Speedy crossword No 1,251",crosswords
4002,2019-09-21,"Everyman crossword No 3,806",crosswords
4003,2019-09-20,Weekend crossword No 455,crosswords
4004,2019-09-20,"Prize crossword No 27,932",crosswords
4005,2019-09-20,"Quick crossword No 15,405",crosswords
4006,2019-09-20,"Annotated solutions for Prize 27,926",crosswords
4007,2019-09-19,"Cryptic crossword No 27,931",crosswords
4008,2019-09-19,"Quick crossword No 15,404",crosswords
4009,2019-09-18,"Quick crossword No 15,403",crosswords
4010,2019-09-18,"Cryptic crossword No 27,930",crosswords
4011,2019-09-17,"Quick crossword No 15,402",crosswords
4012,2019-09-17,"Cryptic crossword No 27,929",crosswords
4013,2019-09-16,"Quick crossword No 15,401",crosswords
4014,2019-09-16,"Cryptic crossword No 27,928",crosswords
4015,2019-09-16,Crossword blog: Philistine's hidden Brexit message,crosswords
4016,2019-09-15,"Quiptic crossword No 1,035",crosswords
4017,2019-09-15,"Quick crossword No 15,400",crosswords
4018,2019-09-15,"Cryptic crossword No 27,927",crosswords
4019,2019-09-14,"Azed crossword 2,466",crosswords
4020,2019-09-14,"Speedy crossword No 1,250",crosswords
4021,2019-09-14,"Everyman crossword No 3,805",crosswords
4022,2019-09-13,"Quick crossword No 15,399",crosswords
4023,2019-09-13,Weekend crossword No 454,crosswords
4024,2019-09-13,"Prize crossword No 27,926",crosswords
4025,2019-09-13,"Annotated solutions for Prize 27,920",crosswords
4026,2019-09-12,"Quick crossword No 15,398",crosswords
4027,2019-09-12,"Cryptic crossword No 27,925",crosswords
4028,2019-09-11,"Quick crossword No 15,397",crosswords
4029,2019-09-11,"Cryptic crossword No 27,924",crosswords
4030,2019-09-10,"Quick crossword No 15,396",crosswords
4031,2019-09-10,"Cryptic crossword No 27,923",crosswords
4032,2019-09-09,"Quick crossword No 15,395",crosswords
4033,2019-09-09,"Cryptic crossword No 27,922",crosswords
4034,2019-09-09,Crossword roundup: when broccoli isn't broccoli,crosswords
4035,2019-09-08,"Quiptic crossword No 1,034",crosswords
4036,2019-09-08,"Quick crossword No 15,394",crosswords
4037,2019-09-08,"Cryptic crossword No 27,921",crosswords
4038,2019-09-07,"Speedy crossword No 1,249",crosswords
4039,2019-09-07,"Azed crossword 2,465",crosswords
4040,2019-09-07,"Everyman crossword No 3,804",crosswords
4041,2019-09-06,"Quick crossword No 15,393",crosswords
4042,2019-09-06,"Prize crossword No 27,920",crosswords
4043,2019-09-06,Weekend crossword No 453,crosswords
4044,2019-09-06,"Annotated solutions for Prize 27,914",crosswords
4045,2019-09-05,"Cryptic crossword No 27,919",crosswords
4046,2019-09-05,"Quick crossword No 15,392",crosswords
4047,2019-09-04,"Quick crossword No 15,391",crosswords
4048,2019-09-04,"Cryptic crossword No 27,918",crosswords
4049,2019-09-03,"Quick crossword No 15,390",crosswords
4050,2019-09-03,"Cryptic crossword No 27,917",crosswords
4051,2019-09-02,"Cryptic crossword No 27,916",crosswords
4052,2019-09-02,"Quick crossword No 15,389",crosswords
4053,2019-09-01,Annotated solutions for Genius 194,crosswords
4054,2019-09-01,Genius crossword No 195,crosswords
4055,2019-09-01,"Quick crossword No 15,388",crosswords
4056,2019-09-01,"Cryptic crossword No 27,915",crosswords
4057,2019-09-01,"Quiptic crossword No 1,033",crosswords
4058,2019-08-31,"Azed crossword 2,464",crosswords
4059,2019-08-31,"Speedy crossword No 1,248",crosswords
4060,2019-08-31,"Everyman crossword No 3,803",crosswords
4061,2019-08-30,Weekend crossword No 452,crosswords
4062,2019-08-30,"Prize crossword No 27,914",crosswords
4063,2019-08-30,"Quick crossword No 15,387",crosswords
4064,2019-08-30,"Annotated solutions for Prize 27,908",crosswords
4065,2019-08-29,"Cryptic crossword No 27,913",crosswords
4066,2019-08-29,"Quick crossword No 15,386",crosswords
4067,2019-08-28,"Cryptic crossword No 27,912",crosswords
4068,2019-08-28,"Quick crossword No 15,385",crosswords
4069,2019-08-27,"Quick crossword No 15,384",crosswords
4070,2019-08-27,"Cryptic crossword No 27,911",crosswords
4071,2019-08-26,"Cryptic crossword No 27,910",crosswords
4072,2019-08-26,"Quick crossword No 15,383",crosswords
4073,2019-08-25,"Quick crossword No 15,382",crosswords
4074,2019-08-25,"Quiptic crossword No 1,032",crosswords
4075,2019-08-25,"Cryptic crossword No 27,909",crosswords
4076,2019-08-24,"Azed crossword 2,463",crosswords
4077,2019-08-24,"Speedy crossword No 1,247",crosswords
4078,2019-08-24,"Everyman crossword No 3,802",crosswords
4079,2019-08-23,Weekend crossword No 451,crosswords
4080,2019-08-23,"Quick crossword No 15,381",crosswords
4081,2019-08-23,"Prize crossword 27,908",crosswords
4082,2019-08-23,"Annotated solutions for Prize 27,902",crosswords
4083,2019-08-22,"Cryptic crossword No 27,907",crosswords
4084,2019-08-22,"Quick crossword No 15,380",crosswords
4085,2019-08-21,"Cryptic crossword No 27,906",crosswords
4086,2019-08-21,"Quick crossword No 15,379",crosswords
4087,2019-08-20,"Cryptic crossword No 27,905",crosswords
4088,2019-08-20,"Quick crossword No 15,378",crosswords
4089,2019-08-19,"Quick crossword No 15,377",crosswords
4090,2019-08-19,"Cryptic crossword No 27,904",crosswords
4091,2019-08-19,Crossword roundup: Why Olivia and Phoebe became popular again,crosswords
4092,2019-08-18,"Quick crossword No 15,376",crosswords
4093,2019-08-18,"Cryptic crossword No 27,903",crosswords
4094,2019-08-18,"Quiptic crossword No 1,031",crosswords
4095,2019-08-17,"Everyman crossword No 3,801",crosswords
4096,2019-08-17,"Azed crossword 2,462",crosswords
4097,2019-08-17,"Speedy crossword No 1,246",crosswords
4098,2019-08-16,Weekend crossword No 450,crosswords
4099,2019-08-16,"Prize crossword No 27,902",crosswords
4100,2019-08-16,"Quick crossword No 15,375",crosswords
4101,2019-08-16,"Annotated solutions for Prize 27,896",crosswords
4102,2019-08-15,"Cryptic crossword No 27,901",crosswords
4103,2019-08-15,"Quick crossword No 15,374",crosswords
4104,2019-08-14,"Quick crossword No 15,373",crosswords
4105,2019-08-14,"Cryptic crossword No 27,900",crosswords
4106,2019-08-13,"Cryptic crossword No 27,899",crosswords
4107,2019-08-13,"Quick crossword No 15,372",crosswords
4108,2019-08-12,"Cryptic crossword No 27,898",crosswords
4109,2019-08-12,"Quick crossword No 15,371",crosswords
4110,2019-08-12,Cryptic crosswords for beginners: points of the compass,crosswords
4111,2019-08-11,"Cryptic crossword No 27,897",crosswords
4112,2019-08-11,"Quick crossword No 15,370",crosswords
4113,2019-08-11,"Quiptic crossword No 1,030",crosswords
4114,2019-08-10,"Azed crossword 2,461",crosswords
4115,2019-08-10,"Speedy crossword No 1,245",crosswords
4116,2019-08-10,"Everyman crossword No 3,800",crosswords
4117,2019-08-09,"Quick crossword No 15,369",crosswords
4118,2019-08-09,Weekend crossword No 449,crosswords
4119,2019-08-09,"Prize crossword No 27,896",crosswords
4120,2019-08-09,"Annotated solutions for Prize 27,890",crosswords
4121,2019-08-08,"Quick crossword No 15,368",crosswords
4122,2019-08-08,"Cryptic crossword No 27,895",crosswords
4123,2019-08-07,"Cryptic crossword No 27,894",crosswords
4124,2019-08-07,"Quick crossword No 15,367",crosswords
4125,2019-08-06,"Quick crossword No 15,366",crosswords
4126,2019-08-06,"Cryptic crossword No 27,893",crosswords
4127,2019-08-05,"Quick crossword No 15,365",crosswords
4128,2019-08-05,"Cryptic crossword No 27,892",crosswords
4129,2019-08-05,Crossword roundup: words that literally mean something boring,crosswords
4130,2019-08-04,Genius crossword No 194,crosswords
4131,2019-08-04,Annotated solutions for Genius 193,crosswords
4132,2019-08-04,"Quick crossword No 15,364",crosswords
4133,2019-08-04,"Quiptic crossword No 1,029",crosswords
4134,2019-08-04,"Cryptic crossword No 27,891",crosswords
4135,2019-08-03,"Azed crossword 2,460",crosswords
4136,2019-08-03,"Everyman crossword No 3,799",crosswords
4137,2019-08-03,"Speedy crossword No 1,244",crosswords
4138,2019-08-02,Weekend crossword No 448,crosswords
4139,2019-08-02,"Quick crossword No 15,363",crosswords
4140,2019-08-02,"Prize crossword No 27,890",crosswords
4141,2019-08-02,"Annotated solutions for Prize 27,884",crosswords
4142,2019-08-01,"Quick crossword No 15,362",crosswords
4143,2019-08-01,"Cryptic crossword No 27,889",crosswords
4144,2019-07-31,"Cryptic crossword No 27,888",crosswords
4145,2019-07-31,"Quick crossword No 15,361",crosswords
4146,2019-07-30,"Quick crossword No 15,360",crosswords
4147,2019-07-30,"Cryptic crossword No 27,887",crosswords
4148,2019-07-29,"Cryptic crossword No 27,886",crosswords
4149,2019-07-29,"Quick crossword No 15,359",crosswords
4150,2019-07-29,Cryptic crosswords for beginners: stuttering in clues,crosswords
4151,2019-07-28,"Quick crossword No 15,358",crosswords
4152,2019-07-28,"Quiptic crossword No 1,028",crosswords
4153,2019-07-28,"Cryptic crossword No 27,885",crosswords
4154,2019-07-27,"Azed crossword 2,459",crosswords
4155,2019-07-27,"Speedy crossword No 1,243",crosswords
4156,2019-07-27,"Everyman crossword No 3,798",crosswords
4157,2019-07-26,"Prize crossword No 27,884",crosswords
4158,2019-07-26,"Quick crossword No 15,357",crosswords
4159,2019-07-26,Weekend crossword No 447,crosswords
4160,2019-07-26,"Annotated solutions for Prize 27,878",crosswords
4161,2019-07-25,"Quick crossword No 15,356",crosswords
4162,2019-07-25,"Cryptic crossword No 27,883",crosswords
4163,2019-07-24,"Quick crossword No 15,355",crosswords
4164,2019-07-24,"Cryptic crossword No 27,882",crosswords
4165,2019-07-23,"Quick crossword No 15,354",crosswords
4166,2019-07-23,"Cryptic crossword No 27,881",crosswords
4167,2019-07-22,"Quick crossword No 15,353",crosswords
4168,2019-07-22,"Cryptic crossword No 27,880",crosswords
4169,2019-07-22,Crossword roundup: how do you pronounce 'antifa'?,crosswords
4170,2019-07-22,"Azed slip no 2,456",crosswords
4171,2019-07-21,"Cryptic crossword No 27,879",crosswords
4172,2019-07-21,"Quick crossword No 15,352",crosswords
4173,2019-07-21,"Quiptic crossword No 1,027",crosswords
4174,2019-07-20,"Azed crossword 2,458",crosswords
4175,2019-07-20,"Speedy crossword No 1,242",crosswords
4176,2019-07-20,"Everyman crossword No 3,797",crosswords
4177,2019-07-19,Weekend crossword No 446,crosswords
4178,2019-07-19,"Prize crossword No 27,878",crosswords
4179,2019-07-19,"Quick crossword No 15,351",crosswords
4180,2019-07-19,"Annotated solutions for Prize 27,872",crosswords
4181,2019-07-18,"Cryptic crossword No 27,877",crosswords
4182,2019-07-18,"Quick crossword No 15,350",crosswords
4183,2019-07-17,"Quick crossword No 15,349",crosswords
4184,2019-07-17,"Cryptic crossword No 27,876",crosswords
4185,2019-07-16,"Cryptic crossword No 27,875",crosswords
4186,2019-07-16,"Quick crossword No 15,348",crosswords
4187,2019-07-16,"Annotated solutions for Prize 27,866",crosswords
4188,2019-07-15,"Quick crossword No 15,347",crosswords
4189,2019-07-15,"Cryptic crossword No 27,874",crosswords
4190,2019-07-15,Crossword blog: a cluedoku Q&A with Chameleon,crosswords
4191,2019-07-14,"Quick crossword No 15,346",crosswords
4192,2019-07-14,"Cryptic crossword No 27,873",crosswords
4193,2019-07-14,"Quiptic crossword No 1,026",crosswords
4194,2019-07-13,"Speedy crossword No 1,241",crosswords
4195,2019-07-13,"Everyman crossword No 3,796",crosswords
4196,2019-07-13,"Azed crossword 2,457",crosswords
4197,2019-07-12,Weekend crossword No 445,crosswords
4198,2019-07-12,"Quick crossword No 15,345",crosswords
4199,2019-07-12,"Prize crossword No 27,872",crosswords
4200,2019-07-11,"Quick crossword No 15,344",crosswords
4201,2019-07-11,"Cryptic crossword No 27,871",crosswords
4202,2019-07-10,"Quick crossword No 15,343",crosswords
4203,2019-07-10,"Cryptic crossword No 27,870",crosswords
4204,2019-07-09,"Quick crossword No 15,342",crosswords
4205,2019-07-09,"Cryptic crossword No 27,869",crosswords
4206,2019-07-08,"Quick crossword No 15,341",crosswords
4207,2019-07-08,"Cryptic crossword No 27,868",crosswords
4208,2019-07-08,Crossword roundup: german measles and Spanish flu,crosswords
4209,2019-07-07,"Cryptic crossword No 27,867",crosswords
4210,2019-07-07,"Quick crossword No 15,340",crosswords
4211,2019-07-07,"Quiptic crossword No 1,025",crosswords
4212,2019-07-06,"Azed crossword 2,456",crosswords
4213,2019-07-06,"Speedy crossword No 1,240",crosswords
4214,2019-07-06,"Everyman crossword No 3,795",crosswords
4215,2019-07-05,"Prize crossword No 27,866",crosswords
4216,2019-07-05,"Quick crossword No 15,339",crosswords
4217,2019-07-05,Weekend crossword No 444,crosswords
4218,2019-07-05,"Annotated solutions for Prize 27,860",crosswords
4219,2019-07-04,"Cryptic crossword No 27,865",crosswords
4220,2019-07-04,"Quick crossword No 15,338",crosswords
4221,2019-07-03,"Quick crossword No 15,337",crosswords
4222,2019-07-03,"Cryptic crossword No 27,864",crosswords
4223,2019-07-02,"Quick crossword No 15,336",crosswords
4224,2019-07-02,"Cryptic crossword No 27,863",crosswords
4225,2019-07-01,"Quick crossword No 15,335",crosswords
4226,2019-07-01,"Cryptic crossword No 27,862",crosswords
4227,2019-07-01,Crossword blog: introducing a new puzzle – the cluedoku,crosswords
4228,2019-06-30,Annotated solutions for Genius 192,crosswords
4229,2019-06-30,Genius crossword No 193,crosswords
4230,2019-06-30,"Cryptic crossword No 27,861",crosswords
4231,2019-06-30,"Quick crossword No 15,334",crosswords
4232,2019-06-30,"Quiptic crossword No 1,024",crosswords
4233,2019-06-29,"Azed 2,455",crosswords
4234,2019-06-29,"Everyman crossword No 3,794",crosswords
4235,2019-06-29,"Speedy crossword No 1,239",crosswords
4236,2019-06-28,"Quick crossword No 15,333",crosswords
4237,2019-06-28,"Prize crossword No 27,860",crosswords
4238,2019-06-28,Weekend crossword No 443,crosswords
4239,2019-06-28,"Annotated solutions for Prize 27,854",crosswords
4240,2019-06-27,"Cryptic crossword No 27,859",crosswords
4241,2019-06-27,"Quick crossword No 15,332",crosswords
4242,2019-06-26,"Quick crossword No 15,331",crosswords
4243,2019-06-26,"Cryptic crossword No 27,858",crosswords
4244,2019-06-25,"Cryptic crossword No 27,857",crosswords
4245,2019-06-25,"Quick crossword No 15,330",crosswords
4246,2019-06-24,"Cryptic crossword No 27,856",crosswords
4247,2019-06-24,"Quick crossword No 15,329",crosswords
4248,2019-06-24,Crossword roundup: some informal meanings of Roger,crosswords
4249,2019-06-23,"Cryptic crossword No 27,855",crosswords
4250,2019-06-23,"Quick crossword No 15,328",crosswords
4251,2019-06-23,"Quiptic crossword No 1,023",crosswords
4252,2019-06-22,"Azed crossword 2,454",crosswords
4253,2019-06-22,"Speedy crossword No 1,238",crosswords
4254,2019-06-22,"Everyman crossword No 3,793",crosswords
4255,2019-06-21,"Prize crossword No 27,854",crosswords
4256,2019-06-21,Weekend crossword No 442,crosswords
4257,2019-06-21,"Quick crossword No 15,327",crosswords
4258,2019-06-21,"Annotated solutions for Prize 27,848",crosswords
4259,2019-06-20,"Quick crossword No 15,326",crosswords
4260,2019-06-20,"Cryptic crossword No 27,853",crosswords
4261,2019-06-19,"Cryptic crossword No 27,852",crosswords
4262,2019-06-19,"Quick crossword No 15,325",crosswords
4263,2019-06-18,"Quick crossword No 15,324",crosswords
4264,2019-06-18,"Cryptic crossword No 27,851",crosswords
4265,2019-06-17,"Quick crossword No 15,323",crosswords
4266,2019-06-17,"Cryptic crossword No 27,850",crosswords
